enhedsnummer,cvrnummer,felttype,branchekode,branchetekst,gyldigfra,gyldigtil
4003810739,36437324,hovedbranche,711210,Rådgivende ingeniørvirksomhed inden for byggeri og anlægsarbejder,2014-11-19,2200-01-01
1015416,36440414,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4003812198,36440589,hovedbranche,999999,Uoplyst,2014-11-20,2015-01-31
4003812198,36440589,hovedbranche,522300,Serviceydelser i forbindelse med luftfart,2015-02-01,2015-11-11
4003812198,36440589,hovedbranche,812900,Andre rengøringsydelser,2015-11-12,2200-01-01
4003812920,36442042,bibranche1,682040,Udlejning af erhvervsejendomme,2015-01-08,2018-01-01
4003812920,36442042,hovedbranche,999999,Uoplyst,2014-11-24,2014-12-31
4003812920,36442042,hovedbranche,682040,Udlejning af erhvervsejendomme,2015-01-01,2015-01-07
4003812920,36442042,hovedbranche,691000,Juridisk bistand,2015-01-08,2200-01-01
4003813210,36442433,hovedbranche,999999,Uoplyst,2014-11-20,2015-02-28
4003813210,36442433,hovedbranche,265100,"Fremstilling af udstyr til måling, afprøvning, navigation og kontrol",2015-03-01,2200-01-01
4003815571,36447125,hovedbranche,999999,Uoplyst,2014-11-26,2014-12-31
4003815571,36447125,hovedbranche,477220,Lædervareforretninger,2015-01-01,2200-01-01
4003817718,36450983,hovedbranche,620200,Konsulentbistand vedrørende informationsteknologi,2015-10-01,2200-01-01
4003817718,36450983,hovedbranche,999999,Uoplyst,2014-12-02,2015-09-30
4003817773,36451041,bibranche1,682040,Udlejning af erhvervsejendomme,2015-11-01,2200-01-01
4003817773,36451041,hovedbranche,999999,Uoplyst,2014-09-04,2014-12-31
4003817773,36451041,hovedbranche,370000,Opsamling og behandling af spildevand,2015-01-01,2200-01-01
4003819295,36454385,hovedbranche,999999,Uoplyst,2014-12-05,2200-01-01
4003819303,36454423,hovedbranche,999999,Uoplyst,2014-12-05,2015-01-05
4003819303,36454423,hovedbranche,281400,Fremstilling af andre haner og ventiler,2015-01-06,2200-01-01
4003820581,36455829,hovedbranche,999999,Uoplyst,2014-12-04,2014-12-14
4003820581,36455829,hovedbranche,411000,Gennemførelse af byggeprojekter,2014-12-15,2200-01-01
4003820734,36456396,hovedbranche,999999,Uoplyst,2014-12-08,2018-07-31
4003820734,36456396,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-08-01,2200-01-01
4003822209,36458577,hovedbranche,999999,Uoplyst,2014-12-10,2015-01-31
4003822209,36458577,hovedbranche,461900,Agenturhandel med blandet sortiment,2015-02-01,2200-01-01
4003822277,36458755,hovedbranche,999999,Uoplyst,2014-12-11,2200-01-01
4003822504,36459298,hovedbranche,999999,Uoplyst,2014-12-08,2018-05-31
4003822504,36459298,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-06-01,2200-01-01
4003822714,36459743,bibranche1,821100,Kombinerede administrationsserviceydelser,2015-08-01,2200-01-01
4003822714,36459743,hovedbranche,999999,Uoplyst,2014-12-01,2015-07-31
4003822714,36459743,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-08-01,2200-01-01
4003823639,36461233,hovedbranche,999999,Uoplyst,2014-12-11,2015-02-15
4003823639,36461233,hovedbranche,642010,Finansielle holdingselskaber,2015-02-16,2200-01-01
4003823889,36461403,hovedbranche,999999,Uoplyst,2014-12-15,2200-01-01
4003824084,36461659,hovedbranche,999999,Uoplyst,2014-12-15,2015-12-16
4003824084,36461659,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2015-12-17,2200-01-01
4003824626,36461969,hovedbranche,682040,Udlejning af erhvervsejendomme,2014-12-12,2200-01-01
4003825249,36462825,hovedbranche,999999,Uoplyst,2014-12-08,2200-01-01
4003825642,36463325,bibranche1,643030,Investeringsselskaber,2014-12-16,2200-01-01
4003825642,36463325,hovedbranche,999999,Uoplyst,2014-12-05,2014-12-15
4003825642,36463325,hovedbranche,642010,Finansielle holdingselskaber,2014-12-16,2200-01-01
4003826776,36464771,hovedbranche,999999,Uoplyst,2014-12-12,2200-01-01
4003827592,36466367,hovedbranche,999999,Uoplyst,2014-12-17,2017-03-08
4003827662,36466472,hovedbranche,999999,Uoplyst,2014-12-15,2016-11-24
4003827785,36466715,hovedbranche,999999,Uoplyst,2014-12-17,2200-01-01
4003827910,36466898,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-12-16,2200-01-01
849883,36469528,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
849883,36469528,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2015-12-31
849883,36469528,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2016-01-01,2200-01-01
4003830604,36471182,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-12-19,2200-01-01
4003830752,36471573,hovedbranche,999999,Uoplyst,2014-12-19,2014-12-31
4003830752,36471573,hovedbranche,701010,Ikke-finansielle hovedsæders virksomhed,2015-01-01,2200-01-01
4003831906,36473940,hovedbranche,999999,Uoplyst,2014-12-22,2015-06-30
4003831906,36473940,hovedbranche,463700,"Engroshandel med kaffe, te, kakao og krydderier",2015-07-01,2200-01-01
4003831916,36473959,hovedbranche,999999,Uoplyst,2014-12-22,2015-06-30
4003831916,36473959,hovedbranche,463700,"Engroshandel med kaffe, te, kakao og krydderier",2015-07-01,2200-01-01
4003832358,36474718,bibranche1,682040,Udlejning af erhvervsejendomme,2015-04-01,2200-01-01
4003832358,36474718,hovedbranche,351100,Produktion af elektricitet,2014-12-22,2200-01-01
4003832488,36475072,hovedbranche,999999,Uoplyst,2014-12-18,2014-12-22
4003832488,36475072,hovedbranche,642020,Ikke-finansielle holdingselskaber,2014-12-23,2019-05-01
4003835480,36476826,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-01-01,2200-01-01
4003835480,36476826,hovedbranche,999999,Uoplyst,2014-12-26,2014-12-31
4003835577,36477199,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-01-01,2200-01-01
4003835577,36477199,hovedbranche,999999,Uoplyst,2014-12-30,2014-12-31
4003836898,36478799,hovedbranche,999999,Uoplyst,2014-09-27,2200-01-01
4003843720,36484616,hovedbranche,522300,Serviceydelser i forbindelse med luftfart,2015-01-12,2200-01-01
4003846085,36486880,bibranche1,282200,Fremstilling af løfte- og håndteringsudstyr,2015-01-01,2200-01-01
4003846085,36486880,hovedbranche,466900,Engroshandel med andre maskiner og andet udstyr,2015-01-01,2200-01-01
4003847349,36488255,hovedbranche,999999,Uoplyst,2014-12-31,2016-12-31
4003847349,36488255,hovedbranche,642010,Finansielle holdingselskaber,2017-01-01,2200-01-01
4003848900,36489901,hovedbranche,999999,Uoplyst,2015-01-15,2015-12-31
4003848900,36489901,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4003849802,36490659,hovedbranche,999999,Uoplyst,2014-12-22,2015-12-31
4003849802,36490659,hovedbranche,682040,Udlejning af erhvervsejendomme,2016-01-01,2200-01-01
4003851322,36492171,hovedbranche,999999,Uoplyst,2014-12-18,2015-03-01
4003851322,36492171,hovedbranche,421200,Anlæg af jernbaner og undergrundsbaner,2015-03-02,2200-01-01
4003855541,36494808,hovedbranche,999999,Uoplyst,2015-01-12,2015-03-03
4003855541,36494808,hovedbranche,682040,Udlejning af erhvervsejendomme,2015-03-04,2200-01-01
4003857380,36496185,hovedbranche,999999,Uoplyst,2015-01-20,2015-02-28
4003857380,36496185,hovedbranche,681000,Køb og salg af egen fast ejendom,2015-03-01,2200-01-01
4003858267,36496908,hovedbranche,999999,Uoplyst,2015-01-22,2200-01-01
4003859336,36497718,bibranche1,620200,Konsulentbistand vedrørende informationsteknologi,2015-02-01,2200-01-01
4003859336,36497718,hovedbranche,999999,Uoplyst,2015-01-21,2015-01-31
4003859336,36497718,hovedbranche,465100,"Engroshandel med computere, ydre enheder og software",2015-02-01,2200-01-01
4003859358,36497734,bibranche1,682040,Udlejning af erhvervsejendomme,2015-02-17,2200-01-01
4003859358,36497734,hovedbranche,411000,Gennemførelse af byggeprojekter,2015-01-20,2200-01-01
4003866044,36503335,bibranche1,181200,Anden trykning,2015-02-16,2016-12-31
4003866044,36503335,bibranche1,181100,Trykning af dagblade,2017-01-01,2200-01-01
4003866044,36503335,bibranche2,181200,Anden trykning,2017-01-01,2200-01-01
4003866044,36503335,bibranche2,181100,Trykning af dagblade,2016-01-01,2016-12-31
4003866044,36503335,hovedbranche,999999,Uoplyst,2014-12-12,2015-01-31
4003866044,36503335,hovedbranche,581300,Udgivelse af aviser og dagblade,2015-02-01,2200-01-01
4003866633,36503823,hovedbranche,101200,Forarbejdning og konservering af fjerkrækød,2015-01-26,2200-01-01
4003869556,36507381,hovedbranche,999999,Uoplyst,2015-02-03,2200-01-01
4003872826,36533293,hovedbranche,999999,Uoplyst,2015-01-22,2018-02-22
4003872826,36533293,hovedbranche,642020,Ikke-finansielle holdingselskaber,2018-02-23,2018-12-25
4003873640,36533846,hovedbranche,643030,Investeringsselskaber,2015-02-05,2200-01-01
4003874788,36535326,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-02-06,2200-01-01
4003875790,36535709,hovedbranche,421100,Anlæg af veje og motorveje,2015-02-09,2200-01-01
4005908322,36547103,hovedbranche,999999,Uoplyst,2015-02-20,2015-02-28
4005908322,36547103,hovedbranche,466600,Engroshandel med andre kontormaskiner og andet kontorudstyr,2015-03-01,2200-01-01
4005909010,36547650,hovedbranche,999999,Uoplyst,2015-02-20,2015-02-22
4005909010,36547650,hovedbranche,464800,"Engroshandel med ure, smykker og guld- og sølvvarer",2015-02-23,2018-12-17
4005911930,36550929,hovedbranche,999999,Uoplyst,2015-02-24,2015-10-07
4005911930,36550929,hovedbranche,643040,Ventureselskaber og kapitalfonde,2015-10-08,2200-01-01
4005911950,36550945,hovedbranche,999999,Uoplyst,2015-02-24,2015-10-07
4005911950,36550945,hovedbranche,643040,Ventureselskaber og kapitalfonde,2015-10-08,2200-01-01
4005911960,36550953,hovedbranche,999999,Uoplyst,2015-02-24,2015-10-07
4005911960,36550953,hovedbranche,643040,Ventureselskaber og kapitalfonde,2015-10-08,2200-01-01
4005916651,36552816,hovedbranche,473000,Servicestationer,2015-02-26,2200-01-01
4005916836,36553103,hovedbranche,999999,Uoplyst,2015-02-26,2015-03-24
4005916836,36553103,hovedbranche,683210,Administration af fast ejendom på kontraktbasis,2015-03-25,2200-01-01
4005919273,36555157,hovedbranche,999999,Uoplyst,2015-03-03,2200-01-01
4005921965,36557443,hovedbranche,999999,Uoplyst,2015-02-24,2016-10-13
4005921965,36557443,hovedbranche,643030,Investeringsselskaber,2016-10-14,2200-01-01
4005922256,36557656,hovedbranche,383200,Genbrug af sorterede materialer,2015-02-25,2200-01-01
4005927521,36559241,hovedbranche,620200,Konsulentbistand vedrørende informationsteknologi,2015-03-02,2200-01-01
4000333397,36561319,hovedbranche,351300,Distribution af elektricitet,2008-01-01,2200-01-01
4005933468,36563028,bibranche1,473000,Servicestationer,2018-08-13,2200-01-01
4005933468,36563028,bibranche1,99000,Serviceydelser i forbindelse med anden råstofindvinding,2016-05-01,2017-03-20
4005933468,36563028,hovedbranche,999999,Uoplyst,2015-03-12,2016-03-18
4005933468,36563028,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2016-03-19,2016-04-30
4005933468,36563028,hovedbranche,467100,"Engroshandel med fast, flydende og luftformigt brændstof og lignende varer",2017-01-01,2200-01-01
4005933468,36563028,hovedbranche,192000,Fremstilling af raffinerede mineralolieprodukter,2016-05-01,2016-12-31
4005934463,36564075,hovedbranche,643030,Investeringsselskaber,2015-03-06,2200-01-01
4005934617,36564237,hovedbranche,282900,Fremstilling af andre maskiner til generelle formål i.a.n.,2015-03-06,2200-01-01
4005934707,36564334,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2016-01-01,2200-01-01
4005934707,36564334,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-03-09,2015-12-31
3363555,36582014,bibranche1,682040,Udlejning af erhvervsejendomme,2014-03-01,2200-01-01
3363555,36582014,hovedbranche,109100,Fremstilling af færdige foderblandinger til landbrugsdyr,2008-01-01,2200-01-01
4001121078,36591528,bibranche1,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
4001121078,36591528,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
4001121385,36634618,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2200-01-01
2187512,36669616,hovedbranche,464990,Engroshandel med andre husholdningsartikler,2012-07-12,2200-01-01
1847933,36674415,hovedbranche,682040,Udlejning af erhvervsejendomme,2008-01-01,2016-06-30
1847933,36674415,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-07-01,2200-01-01
4005940468,36685654,hovedbranche,999999,Uoplyst,2015-03-16,2015-06-30
4005940468,36685654,hovedbranche,682040,Udlejning af erhvervsejendomme,2015-07-01,2200-01-01
4005940575,36685719,hovedbranche,643030,Investeringsselskaber,2015-03-18,2200-01-01
4005941953,36686901,hovedbranche,999999,Uoplyst,2015-03-18,2200-01-01
4000406224,36696915,hovedbranche,351100,Produktion af elektricitet,2013-01-01,2200-01-01
4005955397,36699213,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-03-17,2200-01-01
4005956622,36699884,hovedbranche,999999,Uoplyst,2015-03-30,2200-01-01
4005957270,36700386,hovedbranche,999999,Uoplyst,2015-03-30,2015-12-31
4005957270,36700386,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4005957432,36700491,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-03-26,2200-01-01
4001121713,36700513,hovedbranche,522920,Speditører,2008-01-01,2200-01-01
4005958021,36700874,hovedbranche,642010,Finansielle holdingselskaber,2015-03-25,2200-01-01
4005962611,36704632,hovedbranche,62000,Indvinding af naturgas,2015-03-30,2200-01-01
4005966155,36707321,bibranche1,467600,Engroshandel med andre råvarer og halvfabrikata,2015-04-08,2200-01-01
4005966155,36707321,hovedbranche,222900,Fremstilling af andre plastprodukter,2015-04-08,2200-01-01
4005976940,36715138,hovedbranche,999999,Uoplyst,2015-04-15,2200-01-01
4005977061,36715308,hovedbranche,999999,Uoplyst,2015-04-15,2200-01-01
4005977070,36715324,hovedbranche,999999,Uoplyst,2015-04-15,2200-01-01
4005979847,36717289,hovedbranche,620200,Konsulentbistand vedrørende informationsteknologi,2015-10-01,2200-01-01
4005979847,36717289,hovedbranche,999999,Uoplyst,2015-04-20,2015-09-30
4005980521,36717882,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2015-04-17,2200-01-01
4005981278,36718463,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-04-13,2200-01-01
4001123367,36720913,bibranche1,463100,Engroshandel med frugt og grøntsager,2008-01-02,2014-02-28
4001123367,36720913,bibranche2,682040,Udlejning af erhvervsejendomme,2013-12-17,2014-02-28
4001123367,36720913,hovedbranche,682040,Udlejning af erhvervsejendomme,2014-03-01,2015-11-16
4001123367,36720913,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-11-17,2200-01-01
4001123367,36720913,hovedbranche,462200,Engroshandel med blomster og planter,2008-01-01,2014-02-28
4005995097,36726792,hovedbranche,999999,Uoplyst,2015-04-27,2200-01-01
4005998029,36729589,hovedbranche,999999,Uoplyst,2015-04-28,2200-01-01
4006003285,36732881,hovedbranche,999999,Uoplyst,2015-05-05,2200-01-01
4006004136,36733314,hovedbranche,999999,Uoplyst,2015-05-01,2015-05-31
4006004136,36733314,hovedbranche,477220,Lædervareforretninger,2015-06-01,2200-01-01
4006005276,36734035,hovedbranche,999999,Uoplyst,2015-04-22,2200-01-01
4006006379,36734574,hovedbranche,353000,Varmeforsyning,2015-05-05,2200-01-01
4001127211,36745118,hovedbranche,141200,Fremstilling af arbejdsbeklædning,2008-01-01,2200-01-01
4001127503,36772115,hovedbranche,642020,Ikke-finansielle holdingselskaber,2008-01-01,2200-01-01
5421690,36805110,bibranche1,682040,Udlejning af erhvervsejendomme,2010-02-01,2200-01-01
5421690,36805110,hovedbranche,464100,Engroshandel med tekstiler,2008-01-01,2200-01-01
5211384,36814012,hovedbranche,467310,"Engroshandel med træ, trælast og byggematerialer",2008-01-01,2200-01-01
5739302,36887613,bibranche1,551010,Hoteller,2008-01-02,2200-01-01
5739302,36887613,hovedbranche,932100,Forlystelsesparker o.l.,2008-01-01,2200-01-01
4006018755,36891920,hovedbranche,999999,Uoplyst,2015-05-07,2016-11-30
4006018755,36891920,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-12-01,2200-01-01
4006019208,36892137,hovedbranche,649230,Andre kreditselskaber,2015-04-07,2200-01-01
4006035607,36898895,hovedbranche,351400,Handel med elektricitet,2015-05-06,2200-01-01
4006038574,36900024,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-05-21,2200-01-01
4006049272,36903759,hovedbranche,681000,Køb og salg af egen fast ejendom,2015-05-21,2200-01-01
4006049334,36903775,hovedbranche,999999,Uoplyst,2015-05-26,2015-12-31
4006049334,36903775,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4006050994,36904429,hovedbranche,821100,Kombinerede administrationsserviceydelser,2015-05-27,2200-01-01
4006054978,36905646,hovedbranche,999999,Uoplyst,2015-05-18,2015-12-28
4006054978,36905646,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-12-29,2200-01-01
4006060352,36907037,hovedbranche,999999,Uoplyst,2015-05-18,2016-05-03
4006060352,36907037,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2016-05-04,2200-01-01
4006070091,36909412,hovedbranche,999999,Uoplyst,2015-06-01,2015-06-16
4006070091,36909412,hovedbranche,642010,Finansielle holdingselskaber,2015-06-17,2200-01-01
4006079889,36911662,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-05-20,2200-01-01
4006094266,36914750,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2015-06-05,2200-01-01
4006094288,36914769,hovedbranche,649900,"Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.",2015-06-05,2200-01-01
4006100428,36915609,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-06-08,2200-01-01
4006133623,36919051,hovedbranche,999999,Uoplyst,2015-06-01,2015-12-31
4006133623,36919051,hovedbranche,642020,Ikke-finansielle holdingselskaber,2016-01-01,2200-01-01
4006139605,36919612,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2016-02-29,2200-01-01
4006139605,36919612,hovedbranche,642010,Finansielle holdingselskaber,2015-06-11,2016-02-28
4006139628,36919620,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-06-11,2200-01-01
4006140737,36919841,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-06-11,2200-01-01
4006165151,36921943,hovedbranche,462100,"Engroshandel med korn, uforarbejdet tobak, såsæd og foderstoffer",2015-06-10,2018-10-24
4006179670,36924691,hovedbranche,702200,Virksomhedsrådgivning og anden rådgivning om driftsledelse,2015-06-17,2200-01-01
4006179670,36924691,hovedbranche,999999,Uoplyst,2015-06-11,2015-06-16
4006182238,36925930,hovedbranche,642020,Ikke-finansielle holdingselskaber,2015-06-12,2200-01-01
